1,bub.c,1,-2,fib.c,1,-2,hs.c,10,-2,mat.c,1,-2,ms.c,1,-2
2,bub.c,1,-2,fib.c,1,-2,hs.c,10,-2,mat.c,1,-2,ms.c,3001,-2
3,bub.c,1,-2,fib.c,1,-2,hs.c,10,-2,mat.c,26,-2,ms.c,1,-2
4,bub.c,1,-2,fib.c,1,-2,hs.c,10,-2,mat.c,26,-2,ms.c,3001,-2
5,bub.c,1,-2,fib.c,1,-2,hs.c,12,-2,mat.c,1,-2,ms.c,1,-2
6,bub.c,1,-2,fib.c,1,-2,hs.c,12,-2,mat.c,1,-2,ms.c,3001,-2
7,bub.c,1,-2,fib.c,1,-2,hs.c,12,-2,mat.c,26,-2,ms.c,1,-2
8,bub.c,1,-2,fib.c,1,-2,hs.c,12,-2,mat.c,26,-2,ms.c,3001,-2
9,bub.c,1,-2,fib.c,16,-2,hs.c,10,-2,mat.c,1,-2,ms.c,1,-2
10,bub.c,1,-2,fib.c,16,-2,hs.c,10,-2,mat.c,1,-2,ms.c,3001,-2
11,bub.c,1,-2,fib.c,16,-2,hs.c,10,-2,mat.c,26,-2,ms.c,1,-2
12,bub.c,1,-2,fib.c,16,-2,hs.c,10,-2,mat.c,26,-2,ms.c,3001,-2
13,bub.c,1,-2,fib.c,16,-2,hs.c,12,-2,mat.c,1,-2,ms.c,1,-2
14,bub.c,1,-2,fib.c,16,-2,hs.c,12,-2,mat.c,1,-2,ms.c,3001,-2
15,bub.c,1,-2,fib.c,16,-2,hs.c,12,-2,mat.c,26,-2,ms.c,1,-2
16,bub.c,1,-2,fib.c,16,-2,hs.c,12,-2,mat.c,26,-2,ms.c,3001,-2
17,bub.c,4001,-2,fib.c,1,-2,hs.c,10,-2,mat.c,1,-2,ms.c,1,-2
18,bub.c,4001,-2,fib.c,1,-2,hs.c,10,-2,mat.c,1,-2,ms.c,3001,-2
19,bub.c,4001,-2,fib.c,1,-2,hs.c,10,-2,mat.c,26,-2,ms.c,1,-2
20,bub.c,4001,-2,fib.c,1,-2,hs.c,10,-2,mat.c,26,-2,ms.c,3001,-2
21,bub.c,4001,-2,fib.c,1,-2,hs.c,12,-2,mat.c,1,-2,ms.c,1,-2
22,bub.c,4001,-2,fib.c,1,-2,hs.c,12,-2,mat.c,1,-2,ms.c,3001,-2
23,bub.c,4001,-2,fib.c,1,-2,hs.c,12,-2,mat.c,26,-2,ms.c,1,-2
24,bub.c,4001,-2,fib.c,1,-2,hs.c,12,-2,mat.c,26,-2,ms.c,3001,-2
25,bub.c,4001,-2,fib.c,16,-2,hs.c,10,-2,mat.c,1,-2,ms.c,1,-2
26,bub.c,4001,-2,fib.c,16,-2,hs.c,10,-2,mat.c,1,-2,ms.c,3001,-2
27,bub.c,4001,-2,fib.c,16,-2,hs.c,10,-2,mat.c,26,-2,ms.c,1,-2
28,bub.c,4001,-2,fib.c,16,-2,hs.c,10,-2,mat.c,26,-2,ms.c,3001,-2
29,bub.c,4001,-2,fib.c,16,-2,hs.c,12,-2,mat.c,1,-2,ms.c,1,-2
